timestamp_(min) label
39797 1
39798 1
39799 0
39800 1
39801 0
39802 0
39803 0
39804 0
39805 1
39806 0
39807 1
39808 0
39809 0
39810 1
39811 0
39812 0
39813 0
39814 0
39815 0
39816 0
39817 0
39818 0
39819 1
39820 0
39821 0
39822 0
39823 0
39824 0
39825 0
39826 0
39827 0
39828 0
39829 0
39830 0
39831 0
39832 0
39833 1
39834 1
39835 0
39836 0
39837 1
39838 0
39839 0
39840 0
39841 0
39842 0
39843 0
39844 0
39845 0
39846 0
39847 0
39848 0
39849 0
39850 0
39851 0
39852 0
39853 0
39854 0
39855 0
39856 1
39857 1
39858 0
39859 1
39860 0
39861 0
39862 0
39863 0
39864 0
39865 0
39866 0
39867 0
39868 0
39869 0
39870 0
39871 0
39872 0
39873 1
39874 0
39875 1
39876 0
39877 0
39878 0
39879 0
39880 0
39881 0
39882 0
39883 0
39884 1
39885 0
39886 0
39887 0
39888 1
39889 0
39890 0
39891 0
39892 0
39893 0
39894 0
39895 0
39896 0
39897 0
39898 0
39899 0
39900 0
39901 1
39902 1
39903 0
39904 0
39905 1
39906 0
39907 0
39908 1
39909 0
39910 0
39911 1
39912 0
39913 0
39914 0
39915 0
39916 0
39917 0
39918 0
39919 0
39920 0
39921 0
39922 0
39923 0
39924 0
39925 0
39926 0
39927 0
39928 0
39929 0
39930 0
39931 0
39932 1
39933 0
39934 0
39935 0
39936 0
39937 0
39938 0
39939 0
39940 0
39941 0
39942 0
39943 1
39944 0
39945 1
39946 1
39947 0
39948 0
39949 0
39950 0
39951 0
39952 0
39953 0
39954 1
39955 0
39956 0
39957 1
39958 1
39959 0
39960 0
39961 1
39962 0
39963 0
39964 0
39965 0
39966 0
39967 0
39968 0
39969 0
39970 1
39971 0
39972 0
39973 0
39974 0
39975 0
39976 1
39977 0
39978 0
39979 1
39980 0
39981 0
39982 0
39983 1
39984 0
39985 0
39986 0
39987 1
39988 1
39989 0
39990 0
39991 0
39992 0
39993 0
39994 0
39995 0
39996 1
39997 0
39998 0
39999 1
40000 0
40001 0
40002 1
40003 0
40004 0
40005 0
40006 1
40007 0
40008 0
40009 0
40010 0
40011 0
40012 0
40013 0
40014 0
40015 0
40016 0
40017 0
40018 0
40019 0
40020 0
40021 0
40022 0
40023 0
40024 0
40025 0
40026 1
40027 0
40028 0
40029 0
40030 0
40031 0
40032 0
40033 0
40034 1
40035 1
40036 0
40037 0
40038 0
40039 0
40040 0
40041 0
40042 0
40043 1
40044 0
40045 0
40046 0
40047 0
40048 0
40049 0
40050 0
40051 1
40052 0
40053 0
40054 0
40055 0
40056 1
40057 0
40058 0
40059 0
40060 0
40061 0
40062 0
40063 0
40064 0
40065 0
40066 0
40067 0
40068 1
40069 0
40070 0
40071 0
40072 0
40073 0
40074 0
40075 0
40076 0
40077 1
40078 0
40079 0
40080 0
40081 0
40082 0
40083 1
40084 0
40085 0
40086 0
40087 0
40088 1
40089 0
40090 1
40091 1
40092 0
40093 0
40094 0
40095 1
40096 0
40097 0
40098 0
40099 0
40100 0
40101 0
40102 0
40103 0
40104 0
40105 0
40106 0
40107 0
40108 0
40109 1
40110 0
40111 0
40112 0
40113 0
40114 0
40115 0
40116 0
40117 0
40118 1
40119 0
40120 1
40121 0
40122 0
40123 0
40124 0
40125 1
40126 0
40127 0
40128 0
40129 0
40130 0
40131 0
40132 0
40133 0
40134 0
40135 0
40136 1
40137 1
40138 0
40139 0
40140 0
40141 0
40142 0
40143 0
40144 1
40145 1
40146 0
40147 0
40148 1
40149 0
40150 0
40151 0
40152 0
40153 0
40154 0
40155 1
40156 0
40157 0
40158 1
40159 0
40160 0
40161 0
40162 1
40163 1
40164 0
40165 0
40166 0
40167 0
40168 0
40169 1
40170 0
40171 0
40172 0
40173 0
40174 1
40175 0
40176 0
40177 0
40178 0
40179 0
40180 0
40181 1
40182 0
40183 0
40184 0
40185 1
40186 0
40187 0
40188 0
40189 0
40190 0
40191 0
40192 0
40193 0
40194 0
40195 1
40196 0
40197 0
40198 0
40199 0
40200 0
40201 1
40202 0
40203 0
40204 0
40205 1
40206 0
40207 0
40208 0
40209 0
40210 0
40211 0
40212 1
40213 0
40214 0
40215 0
40216 0
40217 0
40218 0
40219 0
40220 0
40221 1
40222 0
40223 0
40224 0
40225 0
40226 0
40227 1
40228 0
40229 0
40230 0
40231 0
40232 0
40233 0
40234 0
40235 1
40236 0
40237 0
40238 0
40239 0
40240 0
40241 0
40242 0
40243 0
40244 0
40245 0
40246 0
40247 0
40248 0
40249 0
40250 0
40251 0
40252 0
40253 1
40254 0
40255 0
40256 0
40257 0
40258 0
40259 0
40260 0
40261 0
40262 0
40263 0
40264 0
40265 0
40266 0
40267 0
40268 0
40269 0
40270 0
40271 0
40272 0
40273 0
40274 0
40275 0
40276 0
40277 0
40278 0
40279 0
40280 0
40281 0
40282 0
40283 0
40284 0
40285 0
40286 0
40287 0
40288 0
40289 0
40290 0
40291 0
40292 0
40293 1
40294 0
40295 0
40296 0
40297 0
40298 1
40299 0
40300 0
40301 0
40302 0
40303 0
40304 0
40305 1
40306 0
40307 0
40308 1
40309 0
40310 1
40311 0
40312 0
40313 1
40314 0
40315 0
40316 0
40317 0
40318 0
40319 0
40320 0
40321 0
40322 1
40323 0
40324 0
40325 0
40326 0
40327 0
40328 1
40329 0
40330 1
40331 0
40332 0
40333 1
40334 0
40335 0
40336 1
40337 0
40338 0
40339 0
40340 0
40341 0
40342 0
40343 0
40344 0
40345 0
40346 0
40347 0
40348 1
40349 0
40350 1
40351 0
40352 1
40353 0
40354 0
40355 0
40356 1
40357 1
40358 0
40359 0
40360 0
40361 0
40362 0
40363 1
40364 0
40365 0
40366 0
40367 0
40368 0
40369 1
40370 0
40371 0
40372 0
40373 0
40374 0
40375 0
40376 0
40377 0
40378 0
40379 0
40380 0
40381 0
40382 0
40383 0
40384 1
40385 0
40386 0
40387 0
40388 0
40389 0
40390 0
40391 1
40392 0
40393 1
40394 0
40395 0
40396 0
40397 0
40398 0
40399 1
40400 0
40401 1
40402 0
40403 0
40404 0
40405 0
40406 0
40407 0
40408 0
40409 0
40410 0
40411 1
40412 0
40413 0
40414 0
40415 0
40416 0
40417 1
40418 0
40419 1
40420 0
40421 0
40422 0
40423 0
40424 0
40425 0
40426 0
40427 0
40428 0
40429 0
40430 0
40431 0
40432 0
40433 0
40434 1
40435 0
40436 1
40437 0
40438 0
40439 0
40440 0
40441 0
40442 0
40443 0
40444 0
40445 0
40446 0
40447 1
40448 0
40449 0
40450 1
40451 0
40452 0
40453 0
40454 0
40455 0
40456 1
40457 0
40458 0
40459 0
40460 0
40461 0
40462 0
40463 0
40464 0
40465 0
40466 0
40467 0
40468 0
40469 0
40470 0
40471 0
40472 1
40473 0
40474 0
40475 1
40476 0
40477 0
40478 0
40479 0
40480 0
40481 0
40482 1
40483 0
40484 0
40485 1
40486 0
40487 1
40488 0
40489 0
40490 0
40491 0
40492 0
40493 0
40494 0
40495 0
40496 0
40497 0
40498 0
40499 0
40500 0
40501 0
40502 0
40503 0
40504 0
40505 0
40506 0
40507 0
40508 0
40509 1
40510 0
40511 0
40512 0
40513 0
40514 0
40515 0
40516 0
40517 0
40518 0
40519 1
40520 0
40521 0
40522 0
40523 0
40524 0
40525 0
40526 0
40527 0
40528 1
40529 0
40530 0
40531 0
40532 0
40533 1
40534 0
40535 0
40536 0
40537 0
40538 1
40539 0
40540 0
40541 0
40542 0
40543 0
40544 0
40545 0
40546 1
40547 0
40548 0
40549 0
40550 0
40551 1
40552 0
40553 0
40554 0
40555 1
40556 0
40557 0
40558 0
40559 1
40560 0
40561 0
40562 0
40563 0
40564 0
40565 0
40566 0
40567 0
40568 0
40569 0
40570 0
40571 0
40572 0
40573 0
40574 0
40575 1
40576 0
40577 0
40578 1
40579 0
40580 0
40581 0
40582 0
40583 0
40584 0
40585 0
40586 0
40587 0
40588 0
40589 0
40590 0
40591 0
40592 0
40593 0
40594 1
40595 0
40596 1
40597 0
40598 0
40599 0
40600 0
40601 0
40602 1
40603 0
40604 0
40605 1
40606 0
40607 0
40608 0
40609 0
40610 0
40611 0
40612 1
40613 0
40614 0
40615 0
40616 0
40617 0
40618 0
40619 0
40620 0
40621 0
40622 0
40623 0
40624 1
40625 0
40626 0
40627 1
40628 0
40629 1
40630 0
40631 0
40632 0
40633 0
40634 0
40635 0
40636 0
40637 0
40638 1
40639 0
40640 0
40641 0
40642 0
40643 0
40644 0
40645 1
40646 0
40647 0
40648 1
40649 0
40650 0
40651 0
40652 1
40653 1
40654 0
40655 0
40656 0
40657 0
40658 0
40659 1
40660 1
40661 0
40662 0
40663 1
40664 0
40665 0
40666 0
40667 0
40668 1
40669 1
40670 0
40671 0
40672 0
40673 0
40674 0
40675 0
40676 1
40677 0
40678 0
40679 0
40680 0
40681 1
40682 0
40683 0
40684 0
40685 0
40686 0
40687 1
40688 0
40689 0
40690 0
40691 1
40692 0
40693 0
40694 0
40695 0
40696 0
40697 0
40698 0
40699 1
40700 0
40701 0
40702 0
40703 0
40704 0
40705 0
40706 0
40707 0
40708 0
40709 0
40710 0
40711 0
40712 0
40713 0
40714 1
40715 0
40716 0
40717 1
40718 0
40719 0
40720 0
40721 0
40722 1
40723 0
40724 0
40725 0
40726 1
40727 0
40728 0
40729 1
40730 0
40731 0
40732 0
40733 0
40734 1
40735 0
40736 0
40737 0
40738 0
40739 0
40740 0
40741 0
40742 0
40743 0
40744 0
40745 0
40746 0
40747 0
40748 0
40749 0
40750 0
40751 0
40752 0
40753 0
40754 0
40755 0
40756 0
40757 0
40758 0
40759 0
40760 0
40761 0
40762 0
40763 0
40764 0
40765 0
40766 0
40767 0
40768 1
40769 0
40770 0
40771 0
40772 1
40773 0
40774 0
40775 0
40776 0
40777 0
40778 0
40779 0
40780 0
40781 0
40782 1
40783 0
40784 1
40785 0
40786 0
40787 0
40788 0
40789 0
40790 0
40791 0
40792 0
40793 0
40794 0
40795 0
40796 0
40797 0
40798 0
40799 0
40800 0
40801 0
40802 0
40803 0
40804 0
40805 0
40806 0
40807 0
40808 0
40809 0
40810 0
40811 0
40812 1
40813 0
40814 1
40815 0
40816 0
40817 1
40818 0
40819 0
40820 0
40821 1
40822 0
40823 1
40824 0
40825 0
40826 0
40827 0
40828 0
40829 0
40830 1
40831 0
40832 0
40833 0
40834 0
40835 0
40836 1
40837 0
40838 0
40839 0
40840 0
40841 0
40842 0
40843 0
40844 0
40845 0
40846 0
40847 0
40848 1
40849 0
40850 0
40851 0
40852 0
40853 0
40854 0
40855 0
40856 0
40857 0
40858 0
40859 0
40860 0
40861 0
40862 0
40863 0
40864 0
40865 0
40866 0
40867 0
40868 0
40869 0
40870 0
40871 0
40872 0
40873 0
40874 0
40875 0
40876 0
40877 0
40878 1
40879 0
40880 0
40881 0
40882 0
40883 1
40884 0
40885 0
40886 0
40887 1
40888 0
40889 0
40890 0
40891 0
40892 0
40893 0
40894 0
40895 1
40896 0
40897 0
40898 0
40899 0
40900 0
40901 1
40902 0
40903 0
40904 0
40905 1
40906 0
40907 0
40908 0
40909 0
40910 1
40911 0
40912 0
40913 0
40914 0
40915 0
40916 1
40917 1
40918 0
40919 0
40920 0
40921 0
40922 0
40923 0
40924 0
40925 0
40926 0
40927 0
40928 0
40929 0
40930 0
40931 0
40932 0
40933 0
40934 0
40935 0
40936 0
40937 0
40938 0
40939 0
40940 0
40941 0
40942 1
40943 1
40944 0
40945 0
40946 0
40947 0
40948 0
40949 0
40950 0
40951 0
40952 1
40953 0
40954 0
40955 0
40956 0
40957 0
40958 0
40959 0
40960 1
40961 0
40962 0
40963 0
40964 0
40965 0
40966 0
40967 0
40968 0
40969 0
40970 0
40971 0
40972 0
40973 0
40974 0
40975 0
40976 0
40977 0
40978 0
40979 0
40980 1
40981 0
40982 0
40983 1
40984 0
40985 0
40986 0
40987 1
40988 0
40989 0
40990 0
40991 0
40992 1
40993 0
40994 0
40995 0
40996 0
40997 0
40998 1
40999 0
41000 0
41001 0
41002 0
41003 1
41004 0
41005 1
41006 0
41007 0
41008 0
41009 0
41010 0
41011 0
41012 1
41013 0
41014 0
41015 0
41016 0
41017 0
41018 0
41019 0
41020 0
41021 0
41022 1
41023 0
41024 0
41025 0
41026 0
41027 0
41028 1
41029 0
41030 1
41031 1
41032 0
41033 0
41034 0
41035 0
41036 0
41037 0
41038 1
41039 0
41040 0
41041 1
41042 0
41043 0
41044 0
41045 0
41046 0
41047 1
41048 0
41049 0
41050 0
41051 0
41052 0
41053 0
41054 0
41055 0
41056 1
41057 0
41058 0
41059 0
41060 1
41061 0
41062 0
41063 0
41064 0
41065 0
41066 0
41067 0
41068 0
41069 0
41070 0
41071 0
41072 0
41073 0
41074 0
41075 1
41076 0
41077 1
41078 1
41079 0
41080 0
41081 0
41082 0
41083 0
41084 0
41085 0
41086 0
41087 0
41088 0
41089 0
41090 0
41091 0
41092 0
41093 0
41094 0
41095 0
41096 0
41097 0
41098 0
41099 0
41100 0
41101 0
41102 0
41103 0
41104 0
41105 0
41106 0
41107 0
41108 0
41109 0
41110 0
41111 0
41112 0
41113 0
41114 0
41115 0
41116 0
41117 0
41118 0
41119 0
41120 0
41121 0
41122 0
41123 1
41124 1
41125 0
41126 0
41127 0
41128 0
41129 0
41130 0
41131 0
41132 0
41133 0
41134 1
41135 0
41136 0
41137 0
41138 1
41139 0
41140 0
41141 0
41142 0
41143 1
41144 0
41145 0
41146 0
41147 0
41148 0
41149 0
41150 0
41151 0
41152 0
41153 0
41154 0
41155 0
41156 0
41157 0
41158 0
41159 0
41160 0
41161 0
41162 1
41163 0
41164 0
41165 0
41166 0
41167 0
41168 1
41169 0
41170 0
41171 0
41172 0
41173 0
41174 0
41175 0
41176 0
41177 0
41178 0
41179 0
41180 0
41181 0
41182 0
41183 0
41184 0
41185 0
41186 1
41187 0
41188 0
41189 0
41190 0
41191 0
41192 0
41193 0
41194 0
41195 0
41196 0
41197 0
41198 0
41199 0
41200 0
41201 0
41202 0
41203 0
41204 1
41205 0
41206 0
41207 0
41208 0
41209 0
41210 1
41211 1
41212 0
41213 0
41214 0
41215 0
41216 0
41217 0
41218 0
41219 0
41220 0
41221 0
41222 0
41223 0
41224 0
41225 1
41226 1
41227 0
41228 0
41229 0
41230 0
41231 1
41232 0
41233 0
41234 0
41235 0
41236 0
41237 0
41238 0
41239 0
41240 0
41241 0
41242 1
41243 0
41244 1
41245 0
41246 0
41247 0
41248 0
41249 0
41250 0
41251 0
41252 1
41253 0
41254 0
41255 1
41256 0
41257 0
41258 0
41259 1
41260 0
41261 0
41262 0
41263 0
41264 1
41265 0
41266 0
41267 0
41268 0
41269 0
41270 0
41271 0
41272 0
41273 0
41274 0
41275 0
41276 0
41277 0
41278 0
41279 0
41280 0
41281 1
41282 0
41283 0
41284 1
41285 1
41286 0
41287 0
41288 0
41289 0
41290 0
41291 0
41292 0
41293 1
41294 1
41295 0
41296 0
41297 0
41298 0
41299 0
41300 1
41301 0
41302 1
41303 0
41304 1
41305 0
41306 0
41307 0
41308 0
41309 0
41310 0
41311 0
41312 0
41313 0
41314 0
41315 1
41316 0
41317 0
41318 0
41319 1
41320 0
41321 1
41322 0
41323 0
41324 0
41325 0
41326 0
41327 0
41328 1
41329 0
41330 1
41331 1
41332 0
41333 1
41334 0
41335 0
41336 1
41337 0
41338 0
41339 0
41340 0
41341 0
41342 0
41343 0
41344 0
41345 0
41346 0
41347 0
41348 0
41349 0
41350 0
41351 0
41352 0
41353 0
41354 0
41355 0
41356 0
41357 0
41358 0
41359 1
41360 0
41361 0
41362 0
41363 0
41364 0
41365 0
41366 0
41367 0
41368 0
41369 0
41370 0
41371 0
41372 0
41373 0
41374 0
41375 1
41376 0
41377 1
41378 0
41379 0
41380 0
41381 0
41382 0
41383 0
41384 0
41385 0
41386 0
41387 0
41388 0
41389 0
41390 0
41391 0
41392 0
41393 0
41394 0
41395 0
41396 1
41397 0
41398 0
41399 0
41400 0
41401 0
41402 0
41403 0
41404 0
41405 0
41406 0
41407 0
41408 0
41409 1
41410 1
41411 0
41412 0
41413 0
41414 0
41415 0
41416 0
41417 0
41418 0
41419 0
41420 0
41421 0
41422 0
41423 0
41424 0
41425 0
41426 0
41427 0
41428 0
41429 1
41430 1
41431 0
41432 0
41433 0
41434 0
41435 0
41436 1
41437 1
41438 0
41439 1
41440 0
41441 1
41442 0
41443 0
41444 0
41445 0
41446 0
41447 0
41448 1
41449 0
41450 0
41451 0
41452 0
41453 0
41454 0
41455 0
41456 0
41457 0
41458 0
41459 0
41460 1
41461 0
41462 0
41463 0
41464 0
41465 0
41466 1
41467 0
41468 0
41469 0
41470 0
41471 0
41472 0
41473 0
41474 0
41475 0
41476 0
41477 0
41478 0
41479 0
41480 0
41481 0
41482 0
41483 0
41484 1
41485 0
41486 0
41487 0
41488 0
41489 0
41490 0
41491 0
41492 0
41493 0
41494 0
41495 0
41496 0
41497 0
41498 1
41499 0
41500 0
41501 0
41502 0
41503 0
41504 0
41505 0
41506 0
41507 1
41508 0
41509 0
41510 0
41511 0
41512 0
41513 0
41514 0
41515 0
41516 0
41517 0
41518 0
41519 1
41520 0
41521 1
41522 0
41523 0
41524 0
41525 0
41526 0
41527 0
41528 1
41529 0
41530 0
41531 0
41532 0
41533 0
41534 0
41535 1
41536 0
41537 1
41538 0
41539 0
41540 0
41541 0
41542 0
41543 1
41544 0
41545 0
41546 0
41547 0
41548 0
41549 0
41550 0
41551 0
41552 0
41553 0
41554 0
41555 0
41556 0
41557 0
41558 0
41559 0
41560 0
41561 0
41562 0
41563 0
41564 0
41565 0
41566 0
41567 0
41568 0
41569 0
41570 1
41571 0
41572 0
41573 0
41574 0
41575 1
41576 1
41577 0
41578 0
41579 0
41580 0
41581 1
41582 0
41583 0
41584 1
41585 0
41586 1
41587 0
41588 0
41589 0
41590 0
41591 0
41592 0
41593 0
41594 0
41595 0
41596 0
41597 0
41598 0
41599 0
41600 0
41601 0
41602 0
41603 0
41604 0
41605 0
41606 0
41607 1
41608 0
41609 0
41610 0
41611 0
41612 1
41613 0
41614 0
41615 1
41616 1
41617 0
41618 0
41619 0
41620 1
41621 0
41622 1
41623 0
41624 0
41625 0
41626 0
41627 0
41628 0
41629 0
41630 0
41631 0
41632 0
41633 0
41634 0
41635 0
41636 0
41637 1
41638 1
41639 0
41640 0
41641 0
41642 0
41643 0
41644 0
41645 0
41646 0
41647 1
41648 0
41649 1
41650 0
41651 0
41652 0
41653 0
41654 1
41655 0
41656 0
41657 0
41658 0
41659 0
41660 0
41661 0
41662 0
41663 0
41664 0
41665 0
41666 0
41667 0
41668 1
41669 0
41670 0
41671 0
41672 0
41673 0
41674 0
41675 0
41676 0
41677 0
41678 0
41679 0
41680 0
41681 0
41682 0
41683 0
41684 0
41685 0
41686 0
41687 0
41688 0
41689 0
41690 0
41691 0
41692 0
41693 0
41694 0
41695 0
41696 0
41697 0
41698 0
41699 0
41700 1
41701 0
41702 0
41703 0
41704 1
41705 0
41706 0
41707 0
41708 0
41709 0
41710 0
41711 0
41712 0
41713 0
41714 0
41715 0
41716 0
41717 0
41718 0
41719 0
41720 0
41721 1
41722 0
41723 0
41724 0
41725 0
41726 0
41727 0
41728 0
41729 0
41730 0
41731 0
41732 1
41733 0
41734 0
41735 1
41736 0
41737 0
41738 0
41739 1
41740 0
41741 0
41742 0
41743 0
41744 1
41745 0
41746 1
41747 0
41748 0
41749 0
41750 0
41751 0
41752 0
41753 0
41754 0
41755 0
41756 0
41757 0
41758 0
41759 0
41760 1
41761 0
41762 0
41763 1
41764 0
41765 0
41766 0
41767 0
41768 0
41769 1
41770 1
41771 1
41772 0
41773 0
41774 0
41775 0
41776 0
41777 0
41778 0
41779 0
41780 1
41781 1
41782 0
41783 0
41784 0
41785 0
41786 0
41787 0
41788 0
41789 0
41790 0
41791 0
41792 0
41793 0
41794 0
41795 0
41796 0
41797 0
41798 0
41799 1
41800 0
41801 0
41802 0
41803 1
41804 0
41805 0
41806 1
41807 1
41808 0
41809 1
41810 0
41811 0
41812 0
41813 0
41814 0
41815 0
41816 0
41817 0
41818 0
41819 0
41820 0
41821 0
41822 0
41823 0
41824 0
41825 0
41826 0
41827 0
41828 0
41829 0
41830 0
41831 1
41832 0
41833 0
41834 0
41835 0
41836 0
41837 0
41838 0
41839 0
41840 0
41841 0
41842 1
41843 0
41844 0
41845 0
41846 0
41847 0
41848 0
41849 0
41850 0
41851 0
41852 1
41853 0
41854 0
41855 0
41856 0
41857 0
41858 0
41859 1
41860 0
41861 0
41862 0
41863 1
41864 0
41865 0
41866 0
41867 0
41868 1
41869 1
41870 0
41871 0
41872 0
41873 0
41874 0
41875 0
41876 0
41877 0
41878 0
41879 0
41880 0
41881 0
41882 1
41883 0
41884 0
41885 0
41886 0
41887 0
41888 1
41889 0
41890 0
41891 0
41892 0
41893 0
41894 0
41895 0
41896 0
41897 0
41898 0
41899 0
41900 1
41901 1
41902 0
41903 0
41904 0
41905 1
41906 0
41907 0
41908 0
41909 0
41910 0
41911 0
41912 0
41913 1
41914 0
41915 0
41916 0
41917 1
41918 0
41919 0
41920 0
41921 0
41922 0
41923 0
41924 0
41925 0
41926 0
41927 1
41928 0
41929 0
41930 0
41931 0
41932 0
41933 0
41934 0
41935 0
41936 1
41937 0
41938 1
41939 0
41940 0
41941 0
41942 0
41943 0
41944 0
41945 0
41946 0
41947 0
41948 0
41949 0
41950 0
41951 0
41952 0
41953 0
41954 0
41955 1
41956 0
41957 0
41958 0
41959 0
41960 0
41961 0
41962 0
41963 0
41964 0
41965 0
41966 0
41967 0
41968 1
41969 0
41970 0
41971 0
41972 1
41973 0
41974 0
41975 0
41976 0
41977 0
41978 0
41979 0
41980 0
41981 0
41982 0
41983 0
41984 0
41985 0
41986 0
41987 0
41988 0
41989 0
41990 0
41991 0
41992 0
41993 0
41994 0
41995 0
41996 0
41997 0
41998 1
41999 0
42000 1
42001 0
42002 0
